MedID,Medication
2969,Levalbuterol Related Compound D (30 mg) (5-[2-{(1 - 1-dimethylethyl)amino}-1-hydroxyethyl]-2-hydroxy-benzaldehyde sulfate (2:1))
2970,Levalbuterol Related Compound E (30 mg) (alpha-[{(1 - 1-Dimethylethyl)amino}methyl]-3-(ethoxy-methyl)-4-hydroxy-benzenemethanol)
2971,Levalbuterol Related Compound F (30 mg) (alpha-[{(1 - 1-Dimethylethyl)amino}methyl}-4-(phenylmethoxy)-1 - 3-benzenedimethanol)
2972,Levalbuterol Related Compound H (10 mg) (4-[2-(tert-butylamino)-1-methoxyethyl]-2-(hydroxymethyl)phenol acetate)
2973,Levamisole Hydrochloride (125 mg)
2974,Levetiracetam (200 mg)
2975,Levetiracetam Racemic Mixture (15 mg) (1:1 mixture of levetiracetam S-enantiomer-(2S)-2-(2-oxopyrrolidin-1-yl)butanamide and levetiracetam R-enantiomer (2R)-2-(2-oxopyrrolidin-1-yl)butanamide)
2976,Levetiracetam Related Compound A (20 mg) ((S)-N-(1-amino-1-oxobutan-2-yl)-4-chlorobutanamide)
2977,Levetiracetam Related Compound B (20 mg) ((S)-2-aminobutanamide hydrochloride)
2978,Levmetamfetamine CII (75 mg)
2979,Levobunolol Hydrochloride (200 mg)
2980,Levocabastine Hydrochloride (50 mg)
2981,Levocabastine Related Compound A (50 mg) (1-[cis-4-cyano-4-(4-fluorophenyl)cyclohexyl]-4-phenylpiperidine-4-carboxylic acid hydrochloride)
2982,Levocarnitine (400 mg)
2983,Levocarnitine Related Compound A (100 mg) (2-propen-1-aminium -  3-carboxy-N - N - N-trimethyl- -  chloride)
2984,Levocetirizine Amide (75 mg)
2985,Levocetirizine Dihydrochloride (200 mg)
2986,Levodopa (200 mg)
2987,Levodopa Related Compound A (50 mg) (3-(2 - 4 - 5-Trihydroxyphenyl)-L-alanine) (COLD SHIPMENT REQUIRED)
2988,Levodopa Related Compound B (50 mg) (3-methoxytyrosine)
2989,Levofloxacin (200 mg)
2990,Levofloxacin Related Compound A (25 mg) ((S)-9-fluoro-3-methyl-10-(piperazin-1-yl)-7-oxo-2 - 3-dihydro-7H-pyrido[1 - 2 - 3-de][1 - 4]benzoxazine-6-carboxylic acid)
2991,Levofloxacin Related Compound B (35 mg) ((S)-9 - 10 - difluoro-3-methyl-7-oxo-2 - 3-dihydro-7H-pyrido[1 - 2 - 3-de][1 - 4]benzoxazine-6-carboxylic acid)
2992,Levofloxacin Related Compound C (25 mg) ((S)-ethyl 9-fluoro-2 - 3-dihydro-3-methyl-10-(4-methyl-1-piperazinyl)-7-oxo-7H-pyrido[1 - 2 - 3-de]-1 - 4-benzoxazine-6-carboxylate)
2993,Levofloxacin Related Compound E (25 mg) ((S)-9-Fluoro-2 - 3-dihydro-3-methyl-10-[2-(methylamino)ethylamino]-7-oxo-7H-pyrido[1 - 2 - 3-de][1 - 4]benzoxazine-6-carboxylic acid hydrochloride)
2994,Levofloxacin Related Compound F (25 mg) ((S)-2 - 3-Dihydro-3-methyl-10-(4-methyl-1-piperazinyl)-7-oxo-7H-pyrido[1 - 2 - 3-de][1 - 4]benzoxazine-6-carboxylic acid)
2995,Levomedetomidine (25 mg)
2996,Levomenol (100 mg)
2997,Levomethorphan Solution (3 x 1.2 mL) (0.1 mg/mL 3-Methoxy-17-methylmorphinan in methanol)
2998,Levonordefrin (200 mg)
2999,Levonorgestrel (125 mg)
3000,Levorphanol Tartrate CII (500 mg)
3001,Levothyroxine (500 mg)
3002,Levothyroxine Sodium (50 mg)
3003,Levothyroxine for Peak Identification (15 mg) (levothyroxine sodium spiked with liothyronine -  triiodothyroacetic acid -  tetraiodothyroacetic acid)
3004,Lidocaine (250 mg)
3005,Lidocaine Hydrochloride (150 mg)
3006,Lidocaine Related Compound H (50 mg) (2-Chloro-N-(2 - 6-dimethylphenyl)acetamide)
3007,Lincomycin Hydrochloride (200 mg)
3008,Lindane (200 mg)
3009,Linezolid (200 mg)
3010,Linezolid R-Isomer (20 mg) (N-{[(R)-3-(3-Fluoro-4-morpholinophenyl)-2-oxo-5-oxazolidinyl]methyl}acetamide)
3011,Linezolid Related Compound A (20 mg) ((R)-5-(azidomethyl)-3-(3-fluoro-4-morpholinophenyl)oxazolidin-2-one)
3012,Linezolid Related Compound B (20 mg) ((S)-N-{[3-(3-fluoro-4-morpholinophenyl)-2-oxooxazolidin-5-yl]methyl}thioacetamide)
3013,Linezolid Related Compound C (20 mg) ((S)-5-(aminomethyl)-3-(3-fluoro-4-morpholinophenyl)oxazolidin-2-one)
3014,Linezolid Related Compound D (20 mg) ((R)-[3-(3-Fluoro-4-morpholinophenyl)-2-oxooxazolidin-5-yl]methyl methanesulfonate)
3015,Linolenyl Alcohol (5 x 30 mg)
3016,Linoleoyl Polyoxylglycerides (100 mg)
3017,Linoleyl Alcohol (5 X 30 mg)
3018,Liothyronine (250 mg)
3019,Lisinopril (300 mg)
3020,Lisinopril Related Compound A (250 mg) ((S)-2-{(3S - 8aS)-3-(4-aminobutyl)-1 - 4-dioxohexahydropyrrolo[1 - 2-alpha]pyrazin-2(1H)-yl}-4-phenylbutanoic acid)
3021,Lithium Carbonate (300 mg)
3022,Lithol Rubine BK (100 mg) (2-Naphthalenecarboxylic acid -  3-hydroxy-4-[(E)-2-(4-methyl-2-sulfophenyl)diazenyl]- -  calcium salt (1:1))
3023,Lomustine (200 mg)
3024,Lomustine Related Compound B (25 mg) (1-(2-Chloroethyl)-3-cyclohexylurea)
3025,Lomustine Related Compound C (25 mg) (1 - 3-Dicyclohexylurea)
3026,Lomustine Related Compound D (25 mg) (3-(2-Chloroethyl)-1-cyclohexyl-1-nitrosourea)
3027,Lonicera Japonica Flower Dry Extract (500 mg)
3028,Lonicera Macranthoides Flower Dry Extract (500 mg) (Mixture -  with identified compendial components Dipsacoside B -  Macranthoidin A and Macranthoidin B)
3029,Loperamide Hydrochloride (200 mg)
3030,Loperamide Related Compound F (25 mg) (1r - 4s)-4-(4-Chlorophenyl)-1-[4-(dimethylamino)-4-oxo-3 - 3-diphenylbutyl]-4-hydroxypiperidine 1-oxide hydrate)
3031,Loperamide System Suitability Mixture (25 mg)
3032,Lopinavir (350 mg)
3033,Lopinavir System Suitability Mixture (10 mg)
3034,Loracarbef (200 mg)
3035,Loracarbef L-Isomer (25 mg)
3036,Loratadine (200 mg)
3037,Loratadine Related Compound A (15 mg) (8-chloro-6 - 11-dihydro-11(4-piperidylidene)-5H-benzo[5 - 6]cyclohepta[1 - 2-b] pyridine)
3038,Loratadine Related Compound B (15 mg) (8-Chloro-11-(1-methylpiperidin-4-ylidene)-6 - 11-dihydro-5H-benzo[5 - 6]cyclohepta[1 - 2-b]pyridine)
3039,Loratadine Related Compound C (15 mg) (8-Chloro-5 - 6-dihydro-11H-benzo[5 - 6]cyclohepta[1 - 2-b]pyridin-11-one)
3040,Lorazepam CIV (200 mg)
3041,Lorazepam Related Compound A (25 mg) (7-Chloro-5-(o-chlorophenyl)-1 - 3-dihydro-3-acetoxy-2H-1 - 4-benzodiazepin-2-one)
3042,Lorazepam Related Compound B (25 mg) (2-Amino-2' - 5-dichlorobenzophenone)
3043,Lorazepam Related Compound C (25 mg) (6-Chloro-4-(o-chlorophenyl)-2-quinazolinecarboxaldehyde)
3044,Lorazepam Related Compound D (25 mg) (6-Chloro-4-(o-chlorophenyl)-2-quinazolinecarboxylic Acid)
3045,Lorazepam Related Compound E (25 mg) (6-Chloro-4-(o-chlorophenyl)-2-quinazoline methanol)
3046,Losartan Potassium (150 mg)
3047,Losartan Related Compound A (20 mg) (2-Butyl-4-chloro-1H-imidazole-5-carbaldehyde)
3048,Losartan Related Compound B (20 mg) (2-Butyl-4-chloro-(1-{[2'-(1H-tetrazol-5-yl)biphenyl-4-yl]methyl}-1H-imidazol-5-yl)methyl acetate)
3049,Losartan Related Compound C (20 mg) (2-Butyl-4-chloro-1-[[2'-(1H-tetrazol-5-yl)biphenyl-4-yl]methyl]-1H-imidazol-5-carbaldehyde)
3050,Losartan Related Compound D (20 mg) (5-[4'-({2-Butyl-5-[(5-{4'-[(2-butyl-4-chloro-5-hydroxymethyl-1H-imidazol-1-yl)methyl]biphenyl-2-yl}-1H-tetrazol-1-yl)methyl]-4-chloro-1H-imidazol-1-yl}methyl)biphenyl-2-yl]tetrazol -  potassium salt)
3051,Losartan Related Compound E (20 mg) (5-[4'-({2-Butyl-5-[(5-{4'-[(2-butyl-4-chloro-5-hydroxymethyl-1H-imidazol-1-yl)methyl]biphenyl-2-yl}-2H-tetrazol-2-yl)methyl]-4-chloro-1H-imidazol-1-yl}methyl)biphenyl-2-yl]tetrazol -  potassium salt)
3052,Lovastatin (125 mg)
3053,Lovastatin Epimer Mixture (25 mg) (Epilovastatin and Lovastatin 1:1 Mixture)
3054,Lovastatin Impurity Identification Mixture (30 mg)
3055,Lovastatin Related Compound A (20 mg) (4 - 4a-Dihydrolovastatin)
3056,Low Molecular Weight Heparin Molecular Weight Calibrant (10.6 mg)
3057,Low Molecular Weight Heparin for Bioassays (5 mg)
3058,Low Molecular Weight Heparin for Boron Analysis (300 mg)
3059,Low-Density Polyethylene (3 strips)
3060,Low-substituted Hydroxypropyl Cellulose (100 mg)
3061,Loxapine Related Compound A (20 mg) (3-Chloro-11-(4-methylpiperazin-1-yl)dibenzo[b - f][1 - 4]oxazepine)
3062,Loxapine Succinate (125 mg)
3063,Lufenuron (200 mg)
3064,Lufenuron Related Compound B (15 mg) (N-[(2 - 5-Dichloro-4-hydroxyphenyl)carbamoyl]-2 - 6-difluorobenzamide)
3065,Lufenuron Related Compound C (15 mg) (N-[3-Chloro-4-(1 - 1 - 2 - 3 - 3 - 3-hexafluoropropoxy)phenylcarbamoyl]-2 - 6-difluorobenzamide)
3066,Lufenuron Related Compound G (15 mg) (2 - 5-Dichloro-4-[3-(2 - 6-difluorobenzoyl)ureido]phenyl phenyl carbonate)
3067,Lumefantrine (100 mg)
3068,Lumefantrine Related Compound A (25 mg) ((RS -  Z)-2-(Dibutylamino)-2-(2 - 7-dichloro-9-(4-chlorobenzylidene)-9H-fluoren-4-yl)ethanol)
3069,Lutein (3 X 50 mg)
3070,Luteolin 7-O-Glucoside (30 mg) (2-(3 - 4-Dihydroxyphenyl)-5-hydroxy-4-oxo-4H-chromen-7-yl beta-D-glucopyranoside)
3071,Lycopene (500 mg)
3072,Lycopene Preparation (500 mg)
3073,Lynestrenol (20 mg)
3074,Lypressin (2 mg) (8-L-lysine vasopressin) (COLD SHIPMENT REQUIRED)
3075,Lysophosphatidylcholine (250 mg) (INTERNATIONAL COLD CHAIN SHIPMENT REQUIRED)
3076,Lysophosphatidylcholine (Soy) (40 mg) (INTERNATIONAL COLD CHAIN SHIPMENT REQUIRED)
3077,Mafenide Acetate (200 mg)
3078,Mafenide Related Compound A (50 mg) (4-Formylbenzenesulfonamide)
3079,Magaldrate (200 mg)
3080,Magnesium Carbonate (2 g) (AS)
3081,Magnesium Chloride (1 g) (AS)
3082,Magnesium Hydroxide (1 g) (AS)
3083,Magnesium Phosphate (2 g) (AS)
3084,Magnesium Salicylate (200 mg)
3085,Magnesium Stearate (5 g) (Mixture of magnesium stearate and magnesium palmitate)
3086,Magnesium Sulfate (1 g) (Magnesium Sulfate (1:1) heptahydrate)
3087,Malathion (500 mg)
3088,Maleic Acid (300 mg)
3089,Malic Acid (500 mg)
3090,Maltitol (200 mg)
3091,Maltol (500 mg)
3092,Maltose Monohydrate (500 mg)
3093,Maltotriose (500 mg)
3094,Mandelic Acid (500 mg)
3095,Mangafodipir Related Compound A (15 mg) (manganese (II) dipyridoxyl monophosphate sodium salt)
3096,Mangafodipir Related Compound B (15 mg) (manganese (II) dipyridoxyl diphosphate mono-overalkylated sodium salt)
3097,Mangafodipir Related Compound C (15 mg) (manganese (III) dipyridoxyl diphosphate sodium salt)
3098,Mangafodipir Trisodium (300 mg)
3099,Manganese Chloride (2 g) (RS)
3100,Manganese Sulfate (1 g) (AS)
3101,Mannitol (1.5 g)
3102,Mannose (500 mg)
3103,Maprotiline Hydrochloride (200 mg)
3104,Maprotiline Related Compound D (15 mg) (3-(9 - 10-dihydro-9 - 10-ethanoanthracen-9-yl)-N-methylprop-2-en-1-amine -  hydrochloride)
3105,Maritime Pine Extract (2 g)
3106,Mazindol CIV (350 mg)
3107,Mebendazole (200 mg)
3108,Mebendazole Related Compound D (15 mg) (Methyl 5-benzoyl-1-methylbenzimidazol-2-ylcarbamate)
3109,Mebrofenin (100 mg)
3110,Mecamylamine Hydrochloride (200 mg)
3111,Mecamylamine Related Compound A (10 mg) (N - 1 - 7 - 7-tetramethyl bicyclo [2.2.1] heptan-2-amine hydrochloride)
3112,Mechlorethamine Hydrochloride (100 mg) (International Restricted Sales Item)
3113,Meclizine Hydrochloride (500 mg)
3114,Meclizine Related Compound A (15 mg) (4-Chlorobenzhydrol)
3115,Meclizine Related Compound B (15 mg) (1-[(4-Chlorophenyl)(phenyl)methyl]-4-(2-methylbenzyl)piperazine dihydrochloride monohydrate)
3116,Meclocycline Sulfosalicylate (300 mg)
3117,Meclofenamate Sodium (500 mg)
3118,Medroxyprogesterone Acetate (200 mg)
3119,Medroxyprogesterone Acetate Related Compound A (25 mg) (6alpha-Methyl-3 - 20-dioxopregnan-17-yl acetate)
3120,Medroxyprogesterone Acetate Related Compound B (25 mg) (17-Hydroxy-6alpha-methylpregn-4-ene-3 - 20-dione)
3121,Mefenamic Acid (200 mg)
3122,Mefloquine Hydrochloride (100 mg)
3123,Mefloquine Related Compound A (20 mg) (threo-mefloquine)
3124,Megestrol Acetate (250 mg)
3125,Megestrol Acetate Related Compound C (20 mg) (6 - 17a-beta-Dimethyl-3 - 17-dioxo-17a-homoandrosta-4 - 6-diene-17a-alpha-yl acetate)
3126,Megestrol Acetate Related Compound D (20 mg) (6-Methylene-3 - 20-dioxopregn-4-en-17-yl acetate)
3127,Megestrol Acetate Related Compound H (20 mg)
3128,Meglumine (500 mg) (AS)
3129,Melamine (250 mg) (2 - 4 - 6-Triamino-1 - 3 - 5-triazine)
3130,Melatonin (150 mg)
3131,Melatonin Related Compound A (15 mg) (2-(5-methoxy-1H-indol-3-yl)ethanamine)
3132,Melengestrol Acetate (125 mg)
3133,Melengestrol Acetate Related Compound A (25 mg) (16-Methylene-3 - 20-dioxopregn-4-en-17-yl acetate)
3134,Melengestrol Acetate Related Compound B (25 mg) (6 - 16-Dimethylene-3 - 20-dioxopregn-4-en-17-yl acetate)
3135,Meloxicam (400 mg)
3136,Meloxicam Related Compound A (25 mg) (ethyl-4-hydroxy-2-methyl-2H-1 - 2-benzothiazine-3-carboxylate- 1 - 1-dioxide)
3137,Meloxicam Related Compound B (25 mg) (5-Methylthiazol-2-amine)
3138,Meloxicam Related Compound C (30 mg) (Isopropyl 4-hydroxy-2-methyl-2H-1 - 2-benzothiazine-3-carboxylate-1 - 1-dioxide)
3139,Melphalan Hydrochloride (200 mg)
3140,Memantine Hydrochloride (150 mg)
3141,Memantine Related Compound A (50 mg) (1 - 3-Dimethyladamantane)
3142,Memantine Related Compound B (15 mg) (3 - 5-Dimethyladamantane-1-ol)
3143,Memantine Related Compound C (50 mg) (1-Chloro-3 - 5-dimethyladamantane)
3144,Memantine Related Compound D (50 mg) (1-Bromo-3 - 5-dimethyladamantane)
3145,Memantine Related Compound E (15 mg) (N-3 - 5-Dimethyladamantan-1-yl formamide)
3146,Memantine Related Compound F (50 mg) (3-Amino-5 - 7-dimethyladamantan-1-ol hydrochloride)
3147,Memantine Related Compound G (30 mg) (3-Methyladamantan-1-amine hydrochloride)
3148,Memantine Related Compound H (30 mg) (3 - 5 - 7-Trimethyladamantan-1-amine hydrochloride)
3149,Memantine Related Compound I (30 mg) (3-Ethyladamantan-1-amine hydrochloride)
3150,Menadione (200 mg) (Vitamin K3)
3151,Menaquinone-4 (50 mg) (2-Methyl-3-[(2E - 6E - 10E)-3 - 7 - 11 - 15-tetramethylhexadeca-2 - 6 - 10 - 14-tetraen-1-yl]naphthalene-1 - 4-dione) (COLD SHIPMENT REQUIRED)
3152,Menaquinone-7 (3 x 50 mg) (Vitamin K2)
3153,Menhaden Oil (2 mL) (COLD SHIPMENT REQUIRED)
3154,Menthol (250 mg)
3155,Meperidine Hydrochloride CII (200 mg)
3156,Mephenytoin (250 mg)
3157,Mephobarbital CIV (250 mg)
3158,Mepivacaine Hydrochloride (200 mg)
3159,Meprednisone (200 mg)
3160,Meprobamate CIV (200 mg)
3161,Meradimate (500 mg/ampule) (Menthyl Anthranilate)
3162,Mercaptopurine (500 mg)
3163,Meropenem (300 mg)
3164,Mesalamine (200 mg)
3165,Mesna (200 mg)
3166,Mesna Related Compound A (50 mg) (2-(Acetylthio)ethane-1-sulfonic acid -  potassium salt -  crystal adduct with potassium chloride)
3167,Mesna Related Compound B (50 mg) (2 - 2'-Disulfanediylbis(ethane-1-sulfonic acid) -  dipotassium salt -  crystal adduct with sodium chloride)
3168,Meso-Zeaxanthin (5x 30 mg) (Beta-Beta-Carotene-3 - 3'-diol -  (3R  - 3' S)-)
3169,Mesoridazine Besylate (250 mg)
3170,Mestranol (200 mg)
3171,Metacresol (1 mL)
3172,Metaproterenol Sulfate (200 mg)
3173,Metaraminol Bitartrate (200 mg)
3174,Metaraminol Enantiomer (25 mg) (3-[(1S - 2R)-2-Amino-1-hydroxypropyl]phenol D-tartrate)
3175,Metaraminol Related Compound A (25 mg) ((E)-1-[3-(benzyloxy)phenyl]-2-(hydroxyimino)propan-1-one)
3176,Metaraminol Related Compound B (25 mg) (2-Amino-1-[3-(benzyloxy)phenyl]propan-1-ol)
3177,Metaxalone (200 mg)
3178,Metaxalone Related Compound A (10 mg) (4-((3 - 5-dimethylphenoxy)methyl)imidazolidin-2-one)
3179,Metaxalone Related Compound B (25 mg) (1-amino-3-(3 - 5-dimethylphenoxy)propan-2-ol)
3180,Metaxalone Related Compound C (25 mg) (Bis[2-hydroxy-3-(3 - 5-dimethylphenoxy)propyl]amine)
3181,Metformin Hydrochloride (200 mg)
3182,Metformin Related Compound A (30 mg) (1-Cyanoguanidine)
3183,Metformin Related Compound B (25 mg) (1-Methylbiguanide hydrochloride)
3184,Metformin Related Compound C (25 mg) (N - N-Dimethyl-[1 - 3 - 5]triazine-2 - 4 - 6-triamine)
3185,Methacholine Chloride (5 x 150 mg)
3186,Methacrylic Acid and Ethyl Acrylate Copolymer (1:1) (Methacrylic Acid Copolymer Type C) (200 mg)
3187,Methacrylic Acid and Methyl Methacrylate Copolymer (1:1) (200 mg) (Methacrylic Acid Copolymer Type A)
3188,Methacrylic Acid and Methyl Methacrylate Copolymer (1:2) (200 mg) Methacrylic Acid Copolymer -  Type B
3189,Methacycline Hydrochloride (200 mg)
3190,Methadone Hydrochloride CII (200 mg)
3191,Methamphetamine Hydrochloride CII (125 mg)
3192,Methazolamide (500 mg)
3193,Methdilazine Hydrochloride (200 mg)
3194,Methenamine (500 mg)
3195,Methenamine Hippurate (200 mg)
3196,Methenamine Mandelate (200 mg)
3197,Methicillin Sodium (500 mg) (AS)
3198,Methimazole (200 mg)
3199,Methimazole Related Compound A (3 x 50 mg) (2 - 2-Dimethoxy-N-methylethanamine)
3200,Methimazole Related Compound C (3 x 50 mg) (1-Methyl-2-(methylthio)-1H-imidazole)
3201,Methocarbamol (200 mg)
3202,Methohexital CIV (500 mg)
3203,Methotrexate (500 mg)
3204,Methotrexate Related Compound B (75 mg) ((S)-2-{4-[(2 - 4-diaminopteridin-6-yl)methylamino]benzamido}pentanedioic acid)
3205,Methotrexate Related Compound C (50 mg) ((S)-2-(4-{[(2-amino-4-oxo-1 - 4-dihydropteridin-6-yl)methyl](methyl)amino}benzamido) pentanedioic acid)
3206,Methotrexate Related Compound E (50 mg) (4-{[(2 - 4-Diaminopteridin-6-yl)methyl](methyl)amino}benzoic acid -  hemihydrochloride)
3207,Methotrexate System Suitability Mixture (5 mg)
3208,Methotrimeprazine (200 mg)
3209,Methoxsalen (200 mg)
3210,Methoxsalen Related Compound A (25 mg) (4-Methoxy-7H-furo[3 - 2-g]chromen-7-one)
3211,Methoxsalen Related Compound B (25 mg) (4 - 9-Dimethoxy-7H-furo[3 - 2-g]chromen-7-one)
3212,Methoxyflurane (0.5 mL)
3213,Methoxymethylguanine (20 mg)
3214,Methscopolamine Bromide (200 mg)
3215,Methsuximide (500 mg)
3216,Methyclothiazide (200 mg)
3217,Methyclothiazide Related Compound A (50 mg) (4-Amino-6-chloro-N-3-methyl-m-benzenedisulfonamide)
3218,Methyl 12-Hydroxystearate (200 mg)
3219,Methyl Acetate (1.2 mL/ampule; 3 ampules)
3220,Methyl Alcohol (3 x 1.5 mL)
3221,Methyl Benzylidene Camphor (200 mg)
3222,Methyl Caprate (3 x 100 mg)
3223,Methyl Caproate (3 x 100 mg)
3224,Methyl Caprylate (300 mg)
3225,Methyl Ethyl Ketone (1.2 mL/ampule; 3 ampules)
3226,Methyl Isobutyl Ketone (1.2 mL/ampule; 3 ampules)
3227,Methyl Laurate (5 x 100 mg)
3228,Methyl Linoleate (5 x 50 mg)
3229,Methyl Linolenate (5 x 50 mg) (COLD SHIPMENT REQUIRED)
3230,Methyl Myristate (3 x 100 mg)
3231,Methyl Oleate (5 x 100 mg)
3232,Methyl Palmitate (3 x 100 mg)
3233,Methyl Palmitoleate (3 x 100 mg)
3234,Methyl Ricinoleate (100 mg)
3235,Methyl Salicylate (2 mL)
3236,Methyl Salicylate Related Compound A (50 mg) (Dimethyl 4-hydroxyisophthalate)
3237,Methyl Stearate (300 mg)
3238,Methyl Tricosanoate (200 mg) (Tricosanoic acid -  methyl ester)
3239,Methylbenzethonium Chloride (200 mg)
3240,Methylbenzhydrol (50 mg)
3241,Methylcellulose (1 g) (AS)
3242,Methylcobalamin (2 x 150 mg)
3243,Methyldopa (500 mg)
3244,Methyldopa Related Compound B (10 mg) ((S)-2-Amino-3-(4-methoxyphenyl)-2-methylpropanoic acid hydrochloride)
3245,Methyldopa Related Compound C (20 mg) ((S)-2-Amino-3-(3 - 4-dimethoxyphenyl)-2-methylpropanoic acid hydrochloride monohydrate)
3246,Methyldopate Hydrochloride (200 mg)
3247,Methylene Blue (750 mg)
3248,Methylene Simvastatin (30 mg) ((1S - 3R - 7S - 8S - 8aR)-8-{2-[(2R - 4R)-4-hydroxy-6-oxotetrahydro-2H-pyran-2-yl]ethyl}-3 - 7-dimethyl-1 - 2 - 3 - 7 - 8 - 8a-hexahydronaphthalen-1-yl 2 - 2-dimethylbut-3-enoate)
3249,Methylenediurea (300 mg) (1 - 1'-Methylenediurea)
3250,Methylergonovine Maleate (50 mg)
3251,Methylnaltrexone Bromide (100 mg)
3252,Methylnaltrexone Peak Identification Mixture CII (10 mg) (Methylnaltrexone Bromide containing about 0.1% methylnaltrexone related compound A)
3253,Methylparaben (125 mg)
3254,Methylphenidate Hydrochloride CII (125 mg)
3255,Methylphenidate Hydrochloride Erythro Isomer Solution CII (0.5 mL)
3256,Methylphenidate Related Compound A (50 mg) (alpha-Phenyl-2-piperidineacetic Acid Hydrochloride)
3257,Methylprednisolone (200 mg)
3258,Methylprednisolone Acetate (200 mg)
3259,Methylprednisolone Hemisuccinate (250 mg)
3260,Methylprednisolone Hemisuccinate Related Compound D (50 mg) (11Beta - 17-Dihydroxy-6alpha-methyl-3 - 20-dioxopregna-4-en-21-yl hydrogen succinate)
3261,Methylprednisolone Related Compound A (25 mg) (17 - 21-Dihydroxy-6alpha-methylpregna-1 - 4-diene-3 - 11 - 20-trione)
3262,Methylprednisolone Related Compound C (25 mg) (11beta-Hydroxy-6alpha-methylandrosta-1 - 4-diene-3 - 17-dione)
3263,Methylpyrrolidone (2 g)
3264,Methylsulfonylmethane (200 mg)
3265,Methyltestosterone CIII (250 mg)
3266,Methysergide Maleate (350 mg)
3267,Metoclopramide Hydrochloride (500 mg)
3268,Metoclopramide Related Compound A (15 mg) (4-acetamido-5-chloro-N-[2-(diethylamino)ethyl]-2-methoxybenzamide)
3269,Metoclopramide Related Compound B (15 mg) (methyl 4-acetamido-5-chloro-2-methoxybenzoate)
3270,Metoclopramide Related Compound D (15 mg) (methyl 4-acetamido-2-methoxybenzoate)
3271,Metolazone (200 mg)
3272,Metomidate Hydrochloride (50 mg) (methyl 1-(1-phenylethyl)-1H-imidazole-5-carboxylate hydrochloride)
3273,Metoprolol Fumarate (200 mg)
3274,Metoprolol Related Compound A (20 mg) ((+/-)1-(ethylamino)-3-[4-(2-methoxyethyl)phenoxy]-propan-2-ol)
3275,Metoprolol Related Compound B (100 mg) ((+/-)1-Chloro-2-hydroxy-3-[4-(2-methoxyethyl)phenoxy]-propane)
3276,Metoprolol Related Compound C (15 mg) 4-[2-Hydroxy-3-(isopropylamino)propoxy]benzaldehyde hydrochloride
3277,Metoprolol Related Compound D (50 mg) ((+/-)N - N-bis-[2-hydroxy-3-[4-(2-methoxyethyl)phenoxy]propyl](1-methylethyl)amine hydrochloride)
3278,Metoprolol Succinate (200 mg)
3279,Metoprolol Tartrate (200 mg)
3280,Metronidazole (100 mg)
3281,Metronidazole Benzoate (100 mg)
3282,Metyrapone (200 mg)
3283,Metyrosine (200 mg)
3284,Mevastatin (25 mg) ((1S - 7S - 8S - 8aR)-8-{2-[(2R - 4R)-4-Hydroxy-6-oxotetrahydro-2H-pyran-2-yl]ethyl}-7-methyl-1 - 2 - 3 - 7 - 8 - 8a-hexahydronaphthalen-1-yl (S)-2-methylbutanoate)
3285,Mexiletine Hydrochloride (200 mg)
3286,Mezlocillin Sodium (350 mg)
3287,Mibolerone CIII (200 mg)
3288,Miconazole (200 mg)
3289,Miconazole Nitrate (200 mg)
3290,Miconazole Related Compound C (50 mg) (2-[(2 - 4-Dichlorobenzyl)oxy]-2-(2 - 4-dichlorophenyl)ethan-1-amine hydrochloride)
3291,Miconazole Related Compound F (50 mg) (1-{2-[(3 - 4-dichlorobenzyl)oxy]-2-(2 - 4-dichlorophenyl)ethyl}-1H-imidazole)
3292,Miconazole Related Compound I (50 mg) (1-{2-[(2-Chlorobenzyl)oxy]-2-(2 - 4-dichlorophenyl)ethyl}-1H-imidazole mononitrate)
3293,Microcrystalline Cellulose (1 g)
3294,Midazolam CIV (300 mg)
3295,Midazolam Hydrochloride CIV (200 mg)
3296,Midodrine Hydrochloride (200 mg)
3297,Midodrine Related Compound A (40 mg) (2-amino-1-(2 - 5-dimethoxyphenyl)ethanol)
3298,Mifepristone (200 mg)
3299,Milbemycin Oxime (200 mg)
3300,Milnacipran Hydrochloride (250 mg)
3301,Milnacipran Related Compound A (25 mg) (2-(Aminomethyl)-1-phenylcyclopropane-1-carboxylic acid hydrochloride)
3302,Milnacipran Related Compound B (25 mg) (1-Phenyl-3-azabicyclo[3.1.0]hexan-2-one)
3303,Milnacipran Related Compound C (25 mg) ((1RS  - 2SR)-2-[(1 - 3-Dioxoisoindolin-2-yl)methyl]-N - N-diethyl-1-phenylcyclopropane-1-carboxamide)
3304,Milrinone (500 mg)
3305,Milrinone Related Compound A (50 mg) (1 - 6-Dihydro-2-methyl-6-oxo(3 - 4'-bipyridine)-5-carboxamide)
3306,Mineral Oil (1.5 mL)
3307,Minocycline Hydrochloride (350 mg)
3308,Minoxidil (125 mg)
3309,Minoxidil Related Compound E (25 mg) (6-(Piperidin-1-yl)pyrimidine-2 - 4-diamine)
3310,Mirtazapine (350 mg)
3311,Mirtazapine Related Compound A (25 mg) (1 - 2 - 3 - 4 - 10 - 14b-hexahydropyrazino[2 - 1-a]pyrido[2 - 3-c][2]benzazepine)
3312,Mirtazapine Related Compound B (25 mg) (1 - 2 - 3 - 4 - 10 - 14b-Hexahydro-2-methylpyrazino[2 - 1-a]pyrido[2 - 3-c][2]benzazepine 2-oxide monohydrate)
